simulation_profile,"I am someone who Is outgoing, sociable.","I am someone who Is compassionate, has a soft heart.",I am someone who Tends to be disorganized.,"I am someone who Is relaxed, handles stress well.",I am someone who Has few artistic interests.,I am someone who Has an assertive personality.,"I am someone who Is respectful, treats others with respect.",I am someone who Tends to be lazy.,I am someone who Stays optimistic after experiencing a setback.,I am someone who Is curious about many different things.,I am someone who Rarely feels excited or eager.,I am someone who Tends to find fault with others.,"I am someone who Is dependable, steady.","I am someone who Is moody, has up and down mood swings.","I am someone who Is inventive, finds clever ways to do things.",I am someone who Tends to be quiet.,I am someone who Feels little sympathy for others.,"I am someone who Is systematic, likes to keep things in order.",I am someone who Can be tense.,"I am someone who Is fascinated by art, music, or literature.","I am someone who Is dominant, acts as a leader.",I am someone who Starts arguments with others.,I am someone who Has difficulty getting started on tasks.,"I am someone who Feels secure, comfortable with self.","I am someone who Avoids intellectual, philosophical discussions.",I am someone who Is less active than other people.,I am someone who Has a forgiving nature.,I am someone who Can be somewhat careless.,"I am someone who Is emotionally stable, not easily upset.",I am someone who Has little creativity.,"I am someone who Is sometimes shy, introverted.",I am someone who Is helpful and unselfish with others.,I am someone who Keeps things neat and tidy.,I am someone who Worries a lot.,I am someone who Values art and beauty.,I am someone who Finds it hard to influence people.,I am someone who Is sometimes rude to others.,"I am someone who Is efficient, gets things done.",I am someone who Often feels sad.,"I am someone who Is complex, a deep thinker.",I am someone who Is full of energy.,I am someone who Is suspicious of others’ intentions.,"I am someone who Is reliable, can always be counted on.",I am someone who Keeps their emotions under control.,I am someone who Has difficulty imagining things.,I am someone who Is talkative.,I am someone who Can be cold and uncaring.,"I am someone who Leaves a mess, doesn’t clean up.",I am someone who Rarely feels anxious or afraid.,I am someone who Thinks poetry and plays are boring.,I am someone who Prefers to have others take charge.,"I am someone who Is polite, courteous to others.","I am someone who Is persistent, works until the task is finished.","I am someone who Tends to feel depressed, blue.",I am someone who Has little interest in abstract Ideas.,I am someone who Shows a lot of Enthusiasm.,I am someone who Assumes the best about people.,I am someone who Sometimes behaves irresponsibly.,"I am someone who Is temperamental, gets emotional easily.","I am someone who Is original, comes up with new Ideas."
"distrustful, unkind, immoral, stingy and  self-important",1,1,2,2,4,4,1,2,5,2,4,4,1,4,2,2,5,2,4,2,4,4,2,1,4,4,1,2,5,4,2,5,2,4,2,4,4,2,2,2,2,4,1,5,4,2,4,2,5,4,4,1,2,4,4,1,1,4,4,2
"trustful, kind, moral, generous and  humble",2,4,4,3,4,4,5,4,4,4,4,4,4,2,3,4,4,3,2,4,2,1,4,4,4,4,4,2,4,4,4,4,3,4,4,4,2,2,3,3,3,4,4,4,4,2,4,2,4,4,4,4,4,2,4,3,4,4,2,3
"unaltruistic, unkind, selfish, distrustful and  uncooperative",2,1,4,4,4,4,1,4,5,2,4,4,1,4,2,2,5,2,4,2,4,4,4,1,4,4,1,4,5,4,2,5,2,4,2,5,4,2,1,2,2,5,1,4,4,2,5,2,5,4,4,1,2,2,4,1,1,4,4,2
"altruistic, kind, unselfish, trustful and  cooperative",2,5,4,2,4,3,5,4,4,4,4,2,4,2,2,2,4,3,2,3,2,1,4,3,4,4,4,2,4,4,4,5,3,4,3,4,2,2,4,3,2,4,4,3,4,2,1,2,4,2,2,4,4,2,4,3,4,4,2,2
"unaltruistic, disagreeable, selfish, stingy and  dishonest",5,1,2,2,4,4,5,4,5,2,4,4,2,4,2,4,5,2,4,2,2,5,2,1,4,4,5,4,2,4,2,5,2,4,2,4,4,2,2,2,5,4,5,4,4,2,4,4,4,4,4,5,2,2,4,5,5,4,4,2
"altruistic, agreeable, unselfish, generous and  honest",2,5,4,2,4,2,5,4,4,4,4,4,4,4,3,4,4,3,2,3,2,1,4,3,4,4,4,2,3,4,4,5,3,2,4,4,4,2,2,4,2,4,4,4,4,2,4,2,4,4,4,4,4,2,4,4,4,2,2,3
"unaltruistic, distrustful, self-important, disagreeable and  unsympathetic",2,1,4,2,4,4,2,4,2,2,4,4,2,4,2,2,5,2,4,2,4,4,4,2,4,4,1,4,2,4,2,1,2,2,2,4,4,2,2,2,2,5,2,4,4,2,4,2,4,4,4,2,4,2,4,2,1,4,4,4
"altruistic, trustful, humble, agreeable and  sympathetic",2,5,4,3,4,2,5,4,4,4,4,4,4,2,2,4,4,2,2,4,2,1,4,3,4,4,4,2,3,4,4,5,3,2,4,4,4,2,3,3,2,4,4,4,4,2,4,2,2,2,4,4,3,2,4,2,4,4,2,2
"lazy, careless, negligent, messy and  undisciplined",2,2,5,4,4,2,2,5,5,3,4,4,5,3,2,2,3,5,4,2,2,2,4,2,4,4,4,4,5,3,3,4,5,2,2,3,3,5,3,2,5,3,5,5,4,2,3,4,4,4,4,2,5,3,4,1,2,4,4,4
"hardworking, thorough, conscientious, orderly and  self-disciplined",2,2,4,2,4,3,4,1,3,2,4,2,4,2,2,3,2,4,2,2,2,2,4,2,4,4,2,1,3,4,2,3,4,2,3,4,2,4,2,2,2,2,4,4,4,2,2,1,4,2,2,3,4,2,4,2,2,1,2,2
"disorganized, extravagant, negligent, lazy and  undisciplined",2,2,4,2,4,2,2,5,4,4,4,4,2,4,2,2,2,1,4,2,2,4,4,2,4,4,4,4,4,4,2,2,5,4,4,4,4,5,2,2,2,2,2,4,4,4,2,4,4,4,4,2,2,3,4,4,2,4,4,4
"organized, thrifty, conscientious, hardworking and  self-disciplined",2,2,1,2,4,3,4,1,3,2,4,2,4,2,2,2,2,4,2,2,2,2,4,2,4,4,2,1,2,4,2,4,4,2,2,4,2,4,2,2,2,2,4,4,4,2,2,1,2,2,2,3,5,1,4,2,2,1,2,2
"unsure, negligent, messy, undisciplined and  lazy",2,2,4,2,4,4,2,5,4,2,4,4,5,3,2,2,2,2,2,2,2,2,4,2,4,4,2,4,4,3,4,4,2,2,2,4,2,5,2,2,5,3,5,4,4,4,3,3,4,2,4,2,2,2,4,4,2,4,4,2
"self-efficacious, conscientious, orderly, self-disciplined and  hardworking",2,2,4,2,4,4,4,1,4,2,4,2,4,2,3,2,2,4,2,2,3,2,4,3,4,4,2,2,4,4,2,4,4,2,2,4,2,5,2,3,2,2,4,4,4,2,2,1,2,2,2,4,5,1,4,2,3,4,2,3
"messy, unsure, undisciplined, extravagant and  careless",4,2,5,4,4,4,2,4,4,4,4,4,4,4,4,2,4,5,4,4,2,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,5,4,2,4,4,4,4,4,4,4,4
"orderly, self-efficacious, self-disciplined, thrifty and  thorough",2,2,1,2,4,4,4,1,4,2,4,2,4,2,2,2,2,5,2,2,2,2,4,3,4,4,2,2,4,4,2,4,5,2,3,4,4,5,2,2,2,2,4,4,4,2,2,1,4,4,2,4,5,2,4,2,2,4,2,3
"messy, undisciplined, disorganized, negligent and  careless",2,2,5,4,4,2,2,4,5,4,4,4,5,4,2,4,4,5,4,2,2,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4,5,2,4,4,4,5,5,4,4,4,5,5,4,4,5,5,4,4,4,4,4,4,4
"orderly, self-disciplined, organized, conscientious and  thorough",2,2,1,2,4,4,4,1,4,2,4,4,4,2,2,4,4,5,4,2,3,2,4,2,4,4,2,2,4,2,2,4,4,2,2,4,2,4,2,2,2,2,4,4,4,2,2,1,4,2,2,4,5,2,4,2,4,1,1,2
"disorganized, lazy, undisciplined, irresponsible and  impractical",2,2,4,4,4,2,2,4,4,4,4,4,5,4,2,2,4,5,4,2,2,2,4,5,4,4,2,4,4,4,4,2,5,4,2,4,4,5,2,4,5,2,5,4,4,4,3,4,4,4,4,2,2,4,4,2,2,4,4,2
"organized, hardworking, self-disciplined, responsible and  practical",2,2,1,2,4,4,4,2,4,2,4,2,4,2,2,2,2,4,2,2,3,2,4,2,4,4,2,2,3,4,4,4,4,2,2,4,2,4,2,2,2,2,4,4,4,2,2,2,2,4,2,3,5,2,4,2,2,2,2,2
"irresponsible, unsure, undisciplined, careless and  disorganized",4,4,5,5,4,4,2,5,5,4,4,4,5,4,4,4,4,5,4,2,5,4,5,5,4,4,4,4,5,4,4,4,5,4,4,4,4,5,4,4,4,3,5,5,4,4,4,5,5,4,4,4,5,4,4,4,4,5,4,4
"responsible, self-efficacious, self-disciplined, thorough and  organized",2,2,4,2,4,4,4,4,4,3,4,2,4,2,3,4,4,4,4,2,3,2,4,2,4,4,2,4,4,4,4,4,4,2,3,4,4,5,4,3,2,2,4,4,4,2,4,1,4,4,2,3,5,2,4,2,3,4,2,3
"unselfconscious, at ease, calm, happy and  relaxed",3,4,4,4,4,4,5,4,4,4,4,3,3,2,3,4,4,3,4,3,3,2,4,4,4,4,4,2,5,4,2,4,3,4,4,4,4,3,2,4,2,4,3,4,4,3,4,2,4,2,4,4,3,1,4,4,4,3,2,3
"self-conscious, nervous, angry, depressed and  tense",5,2,5,5,5,2,2,5,5,2,5,4,5,5,2,5,4,2,5,5,5,5,5,5,5,5,2,5,5,5,4,2,2,5,4,5,5,2,5,2,5,5,5,5,5,1,5,5,5,5,5,5,5,5,4,5,5,4,5,2
"unselfconscious, calm, easygoing, happy and  contented",4,4,4,5,4,3,5,4,4,4,4,4,4,3,3,4,3,3,3,3,3,2,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,3,4,3,3,4,4,4,3,3,3,4,2,4,4,4,1,4,4,4,3,3,3
"self-conscious, angry, anxious, depressed and  discontented",5,3,4,5,4,4,3,4,5,3,4,4,3,5,2,4,4,2,4,2,4,4,4,1,4,4,4,4,5,4,4,2,2,5,2,4,4,5,5,4,5,4,2,5,4,2,4,2,5,4,4,2,2,5,4,4,2,4,5,4
"at ease, level-headed, calm, happy and  emotionally stable",3,4,2,4,4,4,4,4,4,4,4,3,4,2,3,4,4,3,2,3,3,2,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,3,4,3,2,4,4,4,4,3,4,2,4,3,3,4,4,2,4,4,4,2,3,3
"nervous, impulsive, angry, depressed and  emotionally unstable",2,2,4,5,4,2,2,2,5,3,4,4,1,5,2,2,4,2,4,2,2,4,4,5,4,5,2,4,5,4,4,2,2,5,4,4,4,2,5,2,4,4,2,5,4,3,4,4,5,4,4,2,2,5,4,4,2,4,5,4
"contented, level-headed, unselfconscious, calm and  easygoing",3,4,4,4,4,3,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,2,4,4,3,3,4,3,4,3,4,4,3,4,4,4,3,3,3,3,2,3,4,4,3,3,3,3,4,3,3,4,3,3,4,3,4,3,3,3
"discontented, impulsive, self-conscious, angry and  anxious",2,2,4,2,4,2,2,4,2,2,5,4,2,4,2,2,4,2,4,2,4,4,4,1,4,4,2,4,5,4,2,2,1,5,2,4,4,2,4,2,2,4,2,2,4,2,4,4,5,2,4,2,2,4,4,4,2,4,5,2
"calm, unselfconscious, patient, happy and  easygoing",3,4,4,5,4,3,4,4,4,4,4,4,4,2,3,4,4,3,4,3,3,2,4,4,4,4,4,2,5,4,2,4,3,4,4,4,2,3,2,2,2,4,4,4,4,3,4,2,4,4,4,4,4,1,4,4,4,4,2,3
"angry, self-conscious, irritable, depressed and  anxious",5,5,4,5,4,5,2,4,5,2,5,4,2,5,2,4,4,2,4,5,2,4,4,5,4,4,5,4,5,5,4,4,2,5,3,4,4,5,5,2,5,4,5,5,4,2,4,5,5,4,4,5,5,5,4,5,2,4,5,5
"emotionally stable, happy, calm, relaxed and  unselfconscious",3,4,3,4,4,4,4,3,4,4,4,2,4,1,3,3,3,3,1,3,3,2,4,4,4,3,4,2,4,4,2,4,3,2,4,4,2,4,1,4,3,3,4,4,4,3,3,2,4,2,3,4,4,1,4,4,4,2,1,3
"emotionally unstable, depressed, angry, tense and  self-conscious",5,5,4,5,4,5,5,4,5,3,5,4,5,5,2,4,4,5,5,4,5,4,4,5,4,4,5,4,5,4,4,5,5,4,4,4,4,5,5,2,5,4,5,5,4,5,4,5,5,4,4,5,5,5,5,5,5,4,5,5
"level-headed, relaxed, at ease, emotionally stable and  unselfconscious",2,4,3,5,3,3,4,3,4,3,4,2,4,2,3,3,3,3,2,3,3,2,3,4,3,3,4,2,5,4,2,4,3,3,4,4,2,3,2,4,2,3,4,4,3,3,3,2,4,2,4,4,4,2,4,3,4,2,2,3
"impulsive, tense, nervous, emotionally unstable and  self-conscious",2,2,4,5,4,2,4,4,4,4,4,4,2,5,2,4,4,2,5,4,2,4,4,5,4,4,4,4,5,4,4,4,2,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,5,4,4,2,4,5,4,4,4,4,5,4
"predictable, unreflective, artistically unappreciative, socially conservative and  unintelligent",2,2,2,2,5,4,2,2,2,1,4,4,4,2,2,2,4,4,4,2,2,2,2,2,5,2,2,2,2,5,2,2,4,4,2,4,4,2,2,2,2,4,2,2,4,4,2,2,2,5,4,4,4,2,4,2,2,2,2,2
"spontaneous, reflective, artistically appreciative, socially progressive and  intelligent",2,4,4,2,4,3,4,2,4,4,4,2,2,2,4,2,4,2,4,4,3,2,4,3,4,4,3,2,3,4,2,4,2,2,4,4,2,2,2,4,4,3,2,4,4,3,2,2,4,4,2,3,3,2,4,4,4,4,2,4
"socially conservative, unreflective, uncreative, unaesthetic and  uninquisitive",1,2,4,4,5,4,4,4,4,2,4,4,4,3,2,4,4,4,4,2,4,4,4,4,5,4,2,4,4,5,4,4,4,4,2,4,4,4,2,2,2,4,4,4,4,2,4,4,4,5,4,4,4,2,4,2,2,2,4,2
"socially progressive, reflective, creative, aesthetic and  curious",2,4,4,3,4,3,4,3,4,5,4,2,2,3,4,2,4,2,4,4,2,2,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,2,4,4,3,3,3,3,4,3,2,2,3,4,2,4,3,2,4,4,4,4,3,4
"artistically unappreciative, emotionally closed, predictable, socially conservative and  uncreative",2,2,2,2,5,2,2,2,2,2,4,4,2,2,2,4,4,4,4,2,2,2,3,2,4,3,2,2,2,5,2,2,4,2,2,4,2,2,2,2,2,4,2,2,4,2,4,2,2,4,4,4,2,2,4,2,2,2,2,2
"artistically appreciative, emotionally aware, spontaneous, socially progressive and  creative",2,4,3,2,4,3,4,4,4,4,4,2,2,3,4,2,2,2,3,5,2,2,4,3,4,4,3,2,2,4,2,4,2,4,4,4,4,2,3,4,4,3,2,4,4,3,2,2,4,4,2,2,3,2,4,4,4,4,4,4
"uninquisitive, artistically unappreciative, unsophisticated, predictable and  unaesthetic",1,2,4,2,5,2,2,4,4,1,4,4,2,2,2,2,4,4,4,1,2,2,4,2,4,2,2,4,2,5,4,2,2,2,2,4,2,2,2,2,2,2,2,4,4,2,4,2,4,5,4,2,2,2,4,1,2,2,2,2
"curious, artistically appreciative, sophisticated, spontaneous and  aesthetic",2,2,4,4,4,4,4,4,4,4,4,4,2,3,4,2,4,2,4,5,3,2,4,3,4,4,4,2,4,4,2,3,3,4,4,4,4,2,4,4,3,4,2,4,4,3,4,2,4,2,4,4,3,2,4,4,4,4,3,4
"unaesthetic, uncreative, socially conservative, unimaginative and  unintelligent",2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,4,2,2,4,2,2,2,2,2,4,5,2,2,2,2,2,2,2,2,2,4,2,2,2,2,4,4,2,2,2,4,2,2,2,2,2
"aesthetic, creative, socially progressive, imaginative and  intelligent",2,4,4,3,4,3,4,2,4,4,4,2,2,3,4,2,4,2,4,4,2,2,4,4,4,4,4,2,3,4,4,4,2,4,4,4,4,2,4,4,3,3,2,4,4,2,2,2,4,4,2,4,4,2,4,4,4,4,2,4
"unimaginative, emotionally closed, unreflective, unintelligent and  artistically unappreciative",2,2,3,2,5,2,2,4,2,2,4,4,2,2,2,4,4,2,2,5,2,2,4,2,4,2,2,4,5,5,4,2,4,2,5,4,4,4,2,2,2,4,2,4,4,2,4,2,4,5,4,4,2,2,4,2,2,2,2,2
"imaginative, emotionally aware, reflective, intelligent and  artistically appreciative",2,4,4,3,1,3,4,4,4,4,4,3,2,4,4,3,2,2,4,4,3,2,4,4,4,4,4,4,3,4,4,4,2,4,4,4,4,2,4,4,2,3,2,4,4,2,4,2,4,2,4,3,3,2,4,4,4,4,3,4
"unsophisticated, unintelligent, unaesthetic, unimaginative and  artistically unappreciative",2,2,4,2,5,2,2,2,2,2,2,4,2,2,2,2,2,2,2,5,2,2,2,2,4,2,2,4,4,5,2,2,2,2,5,2,2,2,2,2,2,2,2,4,4,2,4,2,4,5,4,4,2,2,4,2,2,4,4,2
"sophisticated, intelligent, aesthetic, imaginative and  artistically appreciative",2,2,4,3,4,4,4,2,4,4,4,3,2,3,4,2,2,2,4,5,3,2,4,4,4,4,4,2,4,4,4,4,3,4,4,4,4,2,3,4,2,4,2,4,4,2,4,2,4,2,4,4,3,2,4,4,4,4,2,4
"a bit unenergetic, a bit gloomy, a bit inactive, a bit timid and a bit introverted",4,2,3,2,4,2,3,4,2,2,4,4,2,4,2,4,3,2,4,2,2,2,4,2,4,4,2,3,2,3,4,2,2,4,3,4,2,2,4,3,4,3,2,4,4,2,4,2,4,4,4,2,2,4,4,2,2,3,4,2
"a bit energetic, a bit cheerful, a bit active, a bit bold and a bit extraverted",5,2,4,2,4,5,4,4,4,4,4,3,2,2,4,2,2,2,2,4,4,2,4,3,4,5,4,4,4,4,2,4,2,4,4,4,4,4,2,2,5,3,3,4,4,5,2,2,4,2,2,2,4,1,4,5,4,4,2,4
"a bit unfriendly, a bit unenergetic, a bit silent, a bit introverted and a bit gloomy",2,2,2,2,4,2,2,4,2,2,4,2,2,4,2,4,4,2,4,2,2,2,4,2,4,4,2,2,2,4,4,2,2,4,2,4,2,2,4,2,4,4,2,4,4,1,4,2,4,4,4,2,2,4,4,2,2,2,2,2
"a bit friendly, a bit energetic, a bit talkative, a bit extraverted and a bit cheerful",5,4,4,2,4,4,4,4,4,4,4,4,3,2,4,4,4,2,2,4,4,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,2,4,4,4,4,2,4
"a bit inactive, a bit unadventurous, a bit unassertive, a bit introverted and a bit gloomy",4,3,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,2,4,2,2,2,4,3,4,4,2,4,4,4,4,2,4,4,3,4,2,2,4,3,4,4,2,4,4,2,4,4,4,4,4,4,2,4,4,2,2,2,4,2
"a bit active, a bit adventurous and daring, a bit assertive, a bit extraverted and a bit cheerful",4,2,2,2,4,4,3,2,4,4,4,2,2,2,4,1,2,2,2,3,4,2,4,2,4,4,2,4,3,4,2,4,2,2,4,4,4,4,2,2,4,2,3,4,4,4,2,2,4,4,2,2,4,1,4,4,3,4,2,4
"a bit inactive, a bit timid, a bit unenergetic, a bit unfriendly and a bit gloomy",5,2,3,2,4,2,2,4,4,2,4,4,2,4,2,4,4,2,4,2,2,2,4,2,4,4,2,2,4,4,4,2,2,4,3,4,2,2,4,3,4,4,2,4,4,2,4,3,4,4,4,2,2,4,4,4,2,2,4,2
"a bit active, a bit bold, a bit energetic, a bit friendly and a bit cheerful",4,2,4,2,4,4,4,4,4,4,4,3,2,2,4,2,4,2,4,4,4,2,4,3,4,4,3,4,4,4,2,4,3,4,4,4,4,4,4,2,4,3,3,4,4,4,2,2,4,4,4,3,4,2,4,4,4,4,3,4
"a bit unenergetic, a bit introverted, a bit unfriendly, a bit unadventurous and a bit gloomy",4,2,4,2,4,2,2,4,4,2,4,4,2,4,2,4,4,2,4,2,2,2,4,2,4,4,2,4,4,4,4,2,2,4,2,4,4,2,4,3,4,4,2,4,4,2,4,2,4,4,4,2,2,4,4,2,2,2,4,2
"a bit energetic, a bit extraverted, a bit friendly, a bit adventurous and daring and a bit cheerful",5,2,4,2,4,4,4,4,4,5,4,2,2,2,4,1,2,2,2,4,4,2,4,2,4,4,3,4,2,4,2,4,2,2,4,4,2,2,1,2,5,2,2,4,4,5,2,2,4,4,2,2,4,1,4,5,4,4,2,4
"a bit unadventurous, a bit unfriendly, a bit silent, a bit introverted and a bit inactive",2,2,3,2,4,2,2,4,2,2,4,2,2,3,2,4,3,2,4,2,2,2,4,2,4,4,2,2,2,3,4,2,2,3,2,4,2,2,2,2,2,3,2,3,4,1,4,2,4,4,4,2,2,2,4,2,2,2,2,2
"a bit adventurous and daring, a bit friendly, a bit talkative, a bit extraverted and a bit active",4,2,4,2,2,4,4,4,4,4,4,2,2,2,4,4,4,2,2,4,3,2,4,3,4,4,3,3,3,4,2,4,2,4,4,4,4,2,2,2,4,2,3,4,4,4,2,2,4,4,2,3,4,2,4,4,4,4,2,4
"a bit gloomy, a bit unenergetic, a bit unfriendly, a bit unadventurous and a bit inactive",4,2,4,2,4,2,2,4,2,2,4,4,2,4,2,4,4,2,4,2,2,2,4,2,4,4,2,4,4,4,4,2,2,4,2,4,4,2,4,4,4,3,2,4,4,2,4,2,4,4,4,2,2,4,4,4,2,4,4,2
"a bit cheerful, a bit energetic, a bit friendly, a bit adventurous and daring and a bit active",4,2,4,2,4,4,4,4,4,4,4,2,2,2,4,2,2,2,2,4,3,2,4,2,4,5,3,2,4,4,2,4,2,4,4,4,4,3,4,2,5,2,2,4,4,4,2,2,4,2,2,2,4,1,4,5,4,4,2,4
"a bit dishonest, a bit unaltruistic, a bit selfish, a bit distrustful and a bit unkind",2,2,3,4,4,4,2,4,4,4,4,4,2,4,2,2,4,2,4,2,2,4,4,4,4,4,2,4,2,4,3,4,2,4,4,4,4,4,2,3,2,4,2,4,4,3,4,4,4,4,4,4,2,2,4,2,2,4,4,2
"a bit honest, a bit altruistic, a bit unselfish, a bit trustful and a bit kind",3,4,4,3,4,3,4,4,4,4,4,3,4,3,3,3,4,3,4,3,3,2,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,3,4,2,4,2,4,4,4,2,4,3,4,4,3,3
"a bit stingy, a bit dishonest, a bit unaltruistic, a bit uncooperative and a bit unkind",2,2,3,2,4,4,2,2,2,2,4,4,2,3,2,3,4,2,4,2,2,2,3,2,4,4,2,4,2,3,2,4,2,2,2,4,4,2,2,3,2,4,2,4,4,2,4,2,4,4,4,2,2,2,4,2,2,4,3,2
"a bit generous, a bit honest, a bit altruistic, a bit cooperative and a bit kind",3,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,4,3,3,4,3,2,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,3,4,2,4,4,4,4,4,2,4,4,4,4,3,3
"a bit unkind, a bit immoral, a bit uncooperative, a bit selfish and a bit unaltruistic",2,2,3,2,4,4,2,3,4,4,4,4,2,3,2,3,4,2,4,2,2,2,3,2,4,4,2,4,4,3,4,4,2,4,4,4,4,2,2,3,2,4,2,4,4,2,4,2,4,4,4,2,2,2,4,2,2,4,4,2
"a bit kind, a bit moral, a bit cooperative, a bit unselfish and a bit altruistic",3,4,4,3,4,4,4,4,4,4,4,3,4,3,3,3,4,3,4,3,3,2,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,4,3,4,4,3,4,3,4,2,4,4,4,4,4,2,4,3,4,4,3,3
"a bit self-important, a bit uncooperative, a bit disagreeable, a bit unaltruistic and a bit unkind",2,2,2,2,4,4,2,4,4,2,4,4,2,4,2,4,4,2,4,2,4,4,4,2,4,4,2,4,4,4,2,2,2,4,2,4,4,2,2,2,2,4,2,4,4,2,4,2,4,4,4,2,2,2,4,2,2,4,4,2
"a bit humble, a bit cooperative, a bit agreeable, a bit altruistic and a bit kind",2,4,4,3,4,4,4,4,4,4,4,4,4,2,3,4,4,3,4,3,3,2,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,2,4,4,4,4,3,4,2,4,4,4,4,4,3,4,3,4,4,3,3
"a bit disagreeable, a bit uncooperative, a bit unaltruistic, a bit selfish and a bit distrustful",2,2,2,2,2,2,2,2,2,2,2,4,2,4,2,2,4,2,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,4,4,2,2,2,2,4,2,2,2,2,4,2,4,2,4,2,2,2,4,2,2,4,4,2
"a bit agreeable, a bit cooperative, a bit altruistic, a bit unselfish and a bit trustful",4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4
"a bit self-important, a bit uncooperative, a bit distrustful, a bit stingy and a bit disagreeable",2,2,4,2,4,4,2,4,2,2,4,4,2,4,2,4,4,2,4,2,2,2,4,2,4,4,2,4,2,4,2,2,2,4,4,4,4,2,2,2,2,4,2,4,4,2,4,2,4,4,4,2,2,2,4,2,2,4,4,2
"a bit humble, a bit cooperative, a bit trustful, a bit generous and a bit agreeable",3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,3,4,3,4,4,4,4,4,2,4,4,4,4,3,3
"a bit self-important, a bit disagreeable, a bit selfish, a bit unaltruistic and a bit unkind",4,2,4,4,4,4,2,4,4,4,4,4,2,4,2,4,4,4,4,4,4,4,4,2,4,4,2,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,2,4,4,4,4,2,4,4,4
"a bit humble, a bit agreeable, a bit unselfish, a bit altruistic and a bit kind",2,4,4,3,4,3,4,4,4,4,4,4,4,2,3,4,4,3,3,3,2,2,4,3,4,4,4,2,3,4,4,4,3,4,4,4,4,3,3,4,2,4,4,4,4,2,4,2,4,4,4,4,4,2,4,3,4,4,2,3
"a bit negligent, a bit messy, a bit lazy, a bit extravagant and a bit disorganized",2,2,4,2,4,2,2,4,3,4,4,4,4,4,2,2,4,2,4,3,2,3,4,2,4,4,3,4,2,4,3,2,4,4,4,4,4,2,3,3,4,3,2,4,4,3,3,4,4,4,4,2,2,4,4,2,3,4,3,2
"a bit conscientious, a bit orderly, a bit hardworking, a bit thrifty and a bit organized",2,2,4,2,4,3,4,4,3,2,4,2,4,2,2,2,2,4,3,2,2,2,4,4,4,4,2,2,3,4,2,4,4,2,2,4,2,4,2,2,2,2,4,4,4,2,2,2,2,4,4,4,4,2,4,2,2,4,2,2
"a bit disorganized, a bit lazy, a bit impractical, a bit unsure and a bit negligent",2,2,4,4,4,2,2,4,4,3,4,4,4,4,2,4,4,2,4,3,3,3,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,3,4,4,4,4,4,2,2,4,4,4,3,4,4,4
"a bit organized, a bit hardworking, a bit practical, a bit self-efficacious and a bit conscientious",2,2,4,2,4,3,4,4,4,3,4,3,4,2,3,3,4,4,3,3,3,2,4,4,4,4,2,2,3,4,4,4,4,3,3,4,4,4,3,3,3,3,4,4,4,2,3,2,2,4,4,4,4,2,4,3,3,4,2,3
"a bit negligent, a bit unsure, a bit messy, a bit extravagant and a bit lazy",2,2,4,2,4,2,2,4,2,3,4,3,2,4,2,2,3,2,3,3,2,3,4,2,4,4,3,4,3,4,3,3,2,4,4,4,4,2,3,3,2,3,2,4,4,3,3,4,4,4,4,2,2,3,4,3,3,4,3,2
"a bit conscientious, a bit self-efficacious, a bit orderly, a bit thrifty and a bit hardworking",2,2,4,2,4,3,4,4,4,3,4,2,4,2,2,2,2,4,3,2,3,2,4,4,4,4,2,2,3,4,4,4,4,2,3,4,4,4,2,3,3,3,4,4,4,2,2,2,2,4,2,4,4,2,4,3,3,4,2,3
"a bit negligent, a bit lazy, a bit careless, a bit impractical and a bit messy",2,2,4,4,4,2,2,4,4,4,4,4,4,4,2,3,3,2,4,2,2,3,4,2,4,4,2,4,4,4,4,2,4,4,2,4,4,4,3,3,4,3,4,4,4,2,3,4,4,4,4,2,2,3,4,4,3,4,4,2
